state,commodity,predicted_date,predicted_price,confidence_score
Uttar Pradesh,Arhar(Tur/Red Gram)(Whole),2026-01-29,6000.0,LOW
Uttar Pradesh,Arhar(Tur/Red Gram)(Whole),2026-01-30,6000.0,LOW
Uttar Pradesh,Arhar(Tur/Red Gram)(Whole),2026-01-31,6000.0,LOW
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),2026-01-31,2836.87,HIGH
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),2026-02-01,2984.04,HIGH
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),2026-02-02,3131.21,HIGH
Uttar Pradesh,Barley(Jau),2026-01-31,2309.76,HIGH
Uttar Pradesh,Barley(Jau),2026-02-01,2321.82,HIGH
Uttar Pradesh,Barley(Jau),2026-02-02,2333.88,HIGH
Uttar Pradesh,Bengal Gram(Gram)(Whole),2026-01-31,6909.79,HIGH
Uttar Pradesh,Bengal Gram(Gram)(Whole),2026-02-01,7240.29,HIGH
Uttar Pradesh,Bengal Gram(Gram)(Whole),2026-02-02,7570.79,HIGH
Uttar Pradesh,Black Gram(Urd Beans)(Whole),2026-01-30,7200.0,LOW
Uttar Pradesh,Black Gram(Urd Beans)(Whole),2026-01-31,7200.0,LOW
Uttar Pradesh,Black Gram(Urd Beans)(Whole),2026-02-01,7200.0,LOW
Uttar Pradesh,Groundnut,2026-01-31,6908.63,HIGH
Uttar Pradesh,Groundnut,2026-02-01,6801.47,HIGH
Uttar Pradesh,Groundnut,2026-02-02,6694.31,HIGH
Uttar Pradesh,Jowar(Sorghum),2026-01-31,6408.01,MEDIUM
Uttar Pradesh,Jowar(Sorghum),2026-02-01,6472.74,MEDIUM
Uttar Pradesh,Jowar(Sorghum),2026-02-02,6537.47,MEDIUM
Uttar Pradesh,Lentil(Masur)(Whole),2026-01-31,5914.62,HIGH
Uttar Pradesh,Lentil(Masur)(Whole),2026-02-01,5959.04,HIGH
Uttar Pradesh,Lentil(Masur)(Whole),2026-02-02,6003.46,HIGH
Uttar Pradesh,Maize,2026-01-31,2306.1,HIGH
Uttar Pradesh,Maize,2026-02-01,2329.44,HIGH
Uttar Pradesh,Maize,2026-02-02,2352.78,HIGH
Uttar Pradesh,Mustard,2026-01-31,6918.42,HIGH
Uttar Pradesh,Mustard,2026-02-01,7115.87,HIGH
Uttar Pradesh,Mustard,2026-02-02,7313.32,HIGH
Uttar Pradesh,Onion,2026-01-31,1562.49,HIGH
Uttar Pradesh,Onion,2026-02-01,1580.73,HIGH
Uttar Pradesh,Onion,2026-02-02,1598.97,HIGH
Uttar Pradesh,Paddy(Common),2026-01-31,2433.49,HIGH
Uttar Pradesh,Paddy(Common),2026-02-01,2459.07,HIGH
Uttar Pradesh,Paddy(Common),2026-02-02,2484.65,HIGH
Uttar Pradesh,Potato,2026-01-31,571.66,HIGH
Uttar Pradesh,Potato,2026-02-01,567.36,HIGH
Uttar Pradesh,Potato,2026-02-02,563.06,HIGH
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",2026-01-31,9070.0,HIGH
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",2026-02-01,9050.0,HIGH
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",2026-02-02,9030.0,HIGH
Uttar Pradesh,Soyabean,2026-01-30,5200.0,LOW
Uttar Pradesh,Soyabean,2026-01-31,5200.0,LOW
Uttar Pradesh,Soyabean,2026-02-01,5200.0,LOW
Uttar Pradesh,Tomato,2026-01-31,1441.04,HIGH
Uttar Pradesh,Tomato,2026-02-01,1419.28,HIGH
Uttar Pradesh,Tomato,2026-02-02,1397.52,HIGH
Uttar Pradesh,Wheat,2026-01-31,2482.97,HIGH
Uttar Pradesh,Wheat,2026-02-01,2480.24,HIGH
Uttar Pradesh,Wheat,2026-02-02,2477.51,HIGH
