state,commodity,predicted_date,predicted_price,confidence_score
Uttar Pradesh,Arhar(Tur/Red Gram)(Whole),2026-01-29,6000.0,LOW
Uttar Pradesh,Arhar(Tur/Red Gram)(Whole),2026-01-30,6000.0,LOW
Uttar Pradesh,Arhar(Tur/Red Gram)(Whole),2026-01-31,6000.0,LOW
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),2026-01-29,1731.48,HIGH
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),2026-01-30,1615.64,HIGH
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),2026-01-31,1499.8,HIGH
Uttar Pradesh,Barley(Jau),2026-01-29,2210.18,MEDIUM
Uttar Pradesh,Barley(Jau),2026-01-30,2232.5,MEDIUM
Uttar Pradesh,Barley(Jau),2026-01-31,2254.82,MEDIUM
Uttar Pradesh,Bengal Gram(Gram)(Whole),2026-01-29,5341.85,HIGH
Uttar Pradesh,Bengal Gram(Gram)(Whole),2026-01-30,5314.99,HIGH
Uttar Pradesh,Bengal Gram(Gram)(Whole),2026-01-31,5288.13,HIGH
Uttar Pradesh,Black Gram(Urd Beans)(Whole),2026-01-28,8850.0,LOW
Uttar Pradesh,Black Gram(Urd Beans)(Whole),2026-01-29,8850.0,LOW
Uttar Pradesh,Black Gram(Urd Beans)(Whole),2026-01-30,8850.0,LOW
Uttar Pradesh,Groundnut,2026-01-29,7441.46,HIGH
Uttar Pradesh,Groundnut,2026-01-30,7801.82,HIGH
Uttar Pradesh,Groundnut,2026-01-31,8162.18,HIGH
Uttar Pradesh,Jowar(Sorghum),2026-01-29,4455.0,MEDIUM
Uttar Pradesh,Jowar(Sorghum),2026-01-30,4500.0,MEDIUM
Uttar Pradesh,Jowar(Sorghum),2026-01-31,4545.0,MEDIUM
Uttar Pradesh,Lentil(Masur)(Whole),2026-01-29,6621.94,MEDIUM
Uttar Pradesh,Lentil(Masur)(Whole),2026-01-30,6688.83,MEDIUM
Uttar Pradesh,Lentil(Masur)(Whole),2026-01-31,6755.72,MEDIUM
Uttar Pradesh,Maize,2026-01-29,2127.92,HIGH
Uttar Pradesh,Maize,2026-01-30,2146.45,HIGH
Uttar Pradesh,Maize,2026-01-31,2164.98,HIGH
Uttar Pradesh,Mustard,2026-01-29,6628.88,HIGH
Uttar Pradesh,Mustard,2026-01-30,6633.92,HIGH
Uttar Pradesh,Mustard,2026-01-31,6638.96,HIGH
Uttar Pradesh,Onion,2026-01-29,1511.12,HIGH
Uttar Pradesh,Onion,2026-01-30,1514.76,HIGH
Uttar Pradesh,Onion,2026-01-31,1518.4,HIGH
Uttar Pradesh,Paddy(Common),2026-01-29,2360.06,HIGH
Uttar Pradesh,Paddy(Common),2026-01-30,2392.67,HIGH
Uttar Pradesh,Paddy(Common),2026-01-31,2425.28,HIGH
Uttar Pradesh,Potato,2026-01-29,581.12,HIGH
Uttar Pradesh,Potato,2026-01-30,571.25,HIGH
Uttar Pradesh,Potato,2026-01-31,561.38,HIGH
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",2026-01-29,9059.84,MEDIUM
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",2026-01-30,9151.35,MEDIUM
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",2026-01-31,9242.86,MEDIUM
Uttar Pradesh,Tomato,2026-01-29,1741.87,HIGH
Uttar Pradesh,Tomato,2026-01-30,1729.49,HIGH
Uttar Pradesh,Tomato,2026-01-31,1717.11,HIGH
Uttar Pradesh,Wheat,2026-01-29,2493.72,HIGH
Uttar Pradesh,Wheat,2026-01-30,2489.01,HIGH
Uttar Pradesh,Wheat,2026-01-31,2484.3,HIGH
