state,commodity,predicted_date,predicted_price,confidence_score
Madhya Pradesh,Arhar(Tur/Red Gram)(Whole),2026-01-30,7628.39,HIGH
Madhya Pradesh,Arhar(Tur/Red Gram)(Whole),2026-01-31,7609.25,HIGH
Madhya Pradesh,Arhar(Tur/Red Gram)(Whole),2026-02-01,7590.11,HIGH
Madhya Pradesh,Bajra(Pearl Millet/Cumbu),2026-01-30,3314.44,HIGH
Madhya Pradesh,Bajra(Pearl Millet/Cumbu),2026-01-31,3663.56,HIGH
Madhya Pradesh,Bajra(Pearl Millet/Cumbu),2026-02-01,4012.68,HIGH
Madhya Pradesh,Barley(Jau),2026-01-30,2357.95,HIGH
Madhya Pradesh,Barley(Jau),2026-01-31,2368.23,HIGH
Madhya Pradesh,Barley(Jau),2026-02-01,2378.51,HIGH
Madhya Pradesh,Bengal Gram(Gram)(Whole),2026-01-30,5492.28,HIGH
Madhya Pradesh,Bengal Gram(Gram)(Whole),2026-01-31,5475.92,HIGH
Madhya Pradesh,Bengal Gram(Gram)(Whole),2026-02-01,5459.56,HIGH
Madhya Pradesh,Black Gram(Urd Beans)(Whole),2026-01-30,7993.59,HIGH
Madhya Pradesh,Black Gram(Urd Beans)(Whole),2026-01-31,8080.83,HIGH
Madhya Pradesh,Black Gram(Urd Beans)(Whole),2026-02-01,8168.07,HIGH
Madhya Pradesh,Cotton,2026-01-30,7619.97,HIGH
Madhya Pradesh,Cotton,2026-01-31,7627.23,HIGH
Madhya Pradesh,Cotton,2026-02-01,7634.49,HIGH
Madhya Pradesh,Green Gram(Moong)(Whole),2026-01-30,6636.76,HIGH
Madhya Pradesh,Green Gram(Moong)(Whole),2026-01-31,6417.98,HIGH
Madhya Pradesh,Green Gram(Moong)(Whole),2026-02-01,6199.2,HIGH
Madhya Pradesh,Groundnut,2026-01-30,7566.05,HIGH
Madhya Pradesh,Groundnut,2026-01-31,7907.09,HIGH
Madhya Pradesh,Groundnut,2026-02-01,8248.13,HIGH
Madhya Pradesh,Jowar(Sorghum),2026-01-30,6082.42,MEDIUM
Madhya Pradesh,Jowar(Sorghum),2026-01-31,6143.85,MEDIUM
Madhya Pradesh,Jowar(Sorghum),2026-02-01,6205.29,MEDIUM
Madhya Pradesh,Lentil(Masur)(Whole),2026-01-30,6690.45,HIGH
Madhya Pradesh,Lentil(Masur)(Whole),2026-01-31,6910.4,HIGH
Madhya Pradesh,Lentil(Masur)(Whole),2026-02-01,7130.35,HIGH
Madhya Pradesh,Maize,2026-01-30,1532.05,HIGH
Madhya Pradesh,Maize,2026-01-31,1525.55,HIGH
Madhya Pradesh,Maize,2026-02-01,1519.05,HIGH
Madhya Pradesh,Mustard,2026-01-30,6164.97,HIGH
Madhya Pradesh,Mustard,2026-01-31,6082.79,HIGH
Madhya Pradesh,Mustard,2026-02-01,6000.61,HIGH
Madhya Pradesh,Niger Seed(Ramtil),2026-01-30,9330.75,MEDIUM
Madhya Pradesh,Niger Seed(Ramtil),2026-01-31,9425.0,MEDIUM
Madhya Pradesh,Niger Seed(Ramtil),2026-02-01,9519.25,MEDIUM
Madhya Pradesh,Onion,2026-01-30,1194.02,HIGH
Madhya Pradesh,Onion,2026-01-31,1218.03,HIGH
Madhya Pradesh,Onion,2026-02-01,1242.04,HIGH
Madhya Pradesh,Paddy(Common),2026-01-30,3732.42,HIGH
Madhya Pradesh,Paddy(Common),2026-01-31,3730.08,HIGH
Madhya Pradesh,Paddy(Common),2026-02-01,3727.74,HIGH
Madhya Pradesh,Potato,2026-01-30,1213.68,HIGH
Madhya Pradesh,Potato,2026-01-31,1299.32,HIGH
Madhya Pradesh,Potato,2026-02-01,1384.96,HIGH
Madhya Pradesh,Safflower,2026-01-29,3245.0,LOW
Madhya Pradesh,Safflower,2026-01-30,3245.0,LOW
Madhya Pradesh,Safflower,2026-01-31,3245.0,LOW
Madhya Pradesh,"Sesamum(Sesame,Gingelly,Til)",2026-01-30,7644.27,HIGH
Madhya Pradesh,"Sesamum(Sesame,Gingelly,Til)",2026-01-31,7394.97,HIGH
Madhya Pradesh,"Sesamum(Sesame,Gingelly,Til)",2026-02-01,7145.67,HIGH
Madhya Pradesh,Soyabean,2026-01-30,5704.92,HIGH
Madhya Pradesh,Soyabean,2026-01-31,5747.57,HIGH
Madhya Pradesh,Soyabean,2026-02-01,5790.22,HIGH
Madhya Pradesh,Tomato,2026-01-29,1584.0,MEDIUM
Madhya Pradesh,Tomato,2026-01-30,1600.0,MEDIUM
Madhya Pradesh,Tomato,2026-01-31,1616.0,MEDIUM
Madhya Pradesh,Wheat,2026-01-30,2485.99,HIGH
Madhya Pradesh,Wheat,2026-01-31,2472.66,HIGH
Madhya Pradesh,Wheat,2026-02-01,2459.33,HIGH
