state,commodity,predicted_date,predicted_price,confidence_score
Andhra Pradesh,Arhar(Tur/Red Gram)(Whole),2026-01-29,8169.0,LOW
Andhra Pradesh,Arhar(Tur/Red Gram)(Whole),2026-01-30,8169.0,LOW
Andhra Pradesh,Arhar(Tur/Red Gram)(Whole),2026-01-31,8169.0,LOW
Andhra Pradesh,Bengal Gram(Gram)(Whole),2026-01-30,5275.0,LOW
Andhra Pradesh,Bengal Gram(Gram)(Whole),2026-01-31,5275.0,LOW
Andhra Pradesh,Bengal Gram(Gram)(Whole),2026-02-01,5275.0,LOW
Andhra Pradesh,Black Gram(Urd Beans)(Whole),2026-01-29,8311.0,LOW
Andhra Pradesh,Black Gram(Urd Beans)(Whole),2026-01-30,8311.0,LOW
Andhra Pradesh,Black Gram(Urd Beans)(Whole),2026-01-31,8311.0,LOW
Andhra Pradesh,Cotton,2026-01-30,8096.0,HIGH
Andhra Pradesh,Cotton,2026-01-31,8100.0,HIGH
Andhra Pradesh,Cotton,2026-02-01,8104.0,HIGH
Andhra Pradesh,Groundnut,2026-01-30,9384.61,HIGH
Andhra Pradesh,Groundnut,2026-01-31,9048.35,HIGH
Andhra Pradesh,Groundnut,2026-02-01,8712.09,HIGH
Andhra Pradesh,Onion,2026-01-29,1485.0,LOW
Andhra Pradesh,Onion,2026-01-30,1485.0,LOW
Andhra Pradesh,Onion,2026-01-31,1485.0,LOW
Andhra Pradesh,Paddy(Common),2026-01-29,2350.0,LOW
Andhra Pradesh,Paddy(Common),2026-01-30,2350.0,LOW
Andhra Pradesh,Paddy(Common),2026-01-31,2350.0,LOW
Andhra Pradesh,Potato,2026-01-30,1700.0,HIGH
Andhra Pradesh,Potato,2026-01-31,1500.0,HIGH
Andhra Pradesh,Potato,2026-02-01,1300.0,HIGH
Andhra Pradesh,Tomato,2026-01-30,1254.39,HIGH
Andhra Pradesh,Tomato,2026-01-31,1187.77,HIGH
Andhra Pradesh,Tomato,2026-02-01,1121.15,HIGH
